# ALPHA = 0.05
# NUMBER_OF_TESTS = 17009

# _SET1_  VARIABLE = GOCC_NEURON_TO_NEURON_SYNAPSE (set)
# _SET1_  NGENES = 360
# _SET1_  P-VALUE = 1.67685e-06
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET3_   ENSG00000232810     6   31543344   31546113      5       2  74219       2.0162     0.020386    1.3323e-15       2.0162
_SET3_   ENSG00000204472     6   31582961   31584798      9       4  74219        2.322    0.0090012    1.3323e-15        2.322
_SET3_   ENSG00000244731     6   31949801   31970458      3       2  15427       1.3131      0.09708    1.3323e-15       1.3131
_SET3_   ENSG00000224389     6   31982539   32003195      9       4  15427      -1.4119      0.92004    1.3323e-15      -1.4119
_SET3_   ENSG00000197283     6   33387847   33421466     61      17  69400      0.49428      0.29796    1.3878e-15      0.49428
_SET3_   ENSG00000096433     6   33588142   33664351    361      39  67576     -0.18593      0.53336    1.3878e-15     -0.18593
_SET3_   ENSG00000124772     6   36708552   36807778    380      58  71223      -2.2911      0.98831    1.3323e-15      -2.2911
_SET3_   ENSG00000112655     6   43044006   43129457    202      32  70406     -0.44115      0.65278    1.3878e-15     -0.44115
_SET3_   ENSG00000146216     6   43211418   43255997    118      17  67979     -0.69595      0.72573    1.3323e-15     -0.69595
_SET3_   ENSG00000096384     6   44214824   44221620     24       8  73576       1.7973     0.032834    1.3323e-15       1.7973
_SET3_   ENSG00000198087     6   47445525   47594999    365      14  70863       1.7131     0.025395    1.3323e-15       1.7131
_SET3_   ENSG00000096093     6   52285106   52387892    344      34  71944     -0.32096       0.5855    1.3878e-15     -0.32096
_SET3_   ENSG00000012660     6   53132196   53213947    245      15  70053      0.74558      0.17729    1.3323e-15      0.74558
_SET3_   ENSG00000112208     6   57037124   57054631     20       5  70508      -1.3312      0.89632    1.3323e-15      -1.3312
_SET3_   ENSG00000135312     6   78171948   78173490      5       2  74219       1.3079     0.084363    1.3323e-15       1.3079
_SET3_   ENSG00000146242     6   83072923   83080545     16       5  69580      -1.4674      0.91969    1.3323e-15      -1.4674
_SET3_   ENSG00000135317     6   86215214   86303874    146      21  70384      0.16917      0.39954    1.3878e-15      0.16917
_SET3_   ENSG00000168830     6   87647024   87726349    200      21  69115     -0.13058      0.51315    1.3878e-15     -0.13058
_SET3_   ENSG00000135333     6   93949738   94129265    464      55  72459     0.026312      0.46316    1.3774e-15     0.026312
_SET3_   ENSG00000164418     6  101846664  102517958   2255     122  70119      -1.2898      0.82673    1.3323e-15      -1.2898
_SET3_   ENSG00000112290     6  110421022  110501207    230      16  70359      0.48169      0.27292    1.3878e-15      0.48169
_SET3_   ENSG00000010810     6  111981535  112194655    616      34  71155      0.52742      0.23282    1.3323e-15      0.52742
_SET3_   ENSG00000047932     6  117639374  117923691   1011      47  71327      -1.1701       0.8138    1.3323e-15      -1.1701
_SET3_   ENSG00000118520     6  131894284  131905472     24       8  74219      0.64772      0.24978    1.3323e-15      0.64772
_SET3_   ENSG00000152822     6  146348782  146758734    833      42  70825       1.3191      0.05936    1.3323e-15       1.3191
_SET3_   ENSG00000131016     6  151561134  151679692    530      56  69462     -0.90503      0.79149    1.3323e-15     -0.90503
_SET3_   ENSG00000146469     6  153071933  153080900     13       4  69697     -0.36916      0.62043    1.3878e-15     -0.36916
_SET3_   ENSG00000112038     6  154331631  154568001    742      55  70538       1.3967     0.059633    1.3323e-15       1.3967
_SET3_   ENSG00000146426     6  155153831  155578857   1609     155  68134     -0.76836      0.74854    1.3323e-15     -0.76836
_SET3_   ENSG00000146477     6  160769300  160876014    237      20  71726      0.26584         0.34    1.3878e-15      0.26584
_SET3_   ENSG00000164850     7    1121844    1133451     50      12  64812       1.8947     0.024403    1.3323e-15       1.8947
_SET3_   ENSG00000225968     7    1727755    1787590    139      19  69947      0.16233      0.40071    1.3878e-15      0.16233
_SET3_   ENSG00000146535     7    2767746    2883958    380      22  66835     -0.25731      0.52259    1.3878e-15     -0.25731
_SET3_   ENSG00000136238     7    6414154    6443608    144      21  67064       1.2157       0.0964    1.3323e-15       1.2157
_SET3_   ENSG00000122585     7   24323782   24331484     32       7  74219     -0.16766      0.53593    1.3878e-15     -0.16766
_SET3_   ENSG00000106038     7   27282164   27290112     12       4  66749      -1.1005      0.85584    1.3323e-15      -1.1005
_SET3_   ENSG00000106113     7   30692200   30739745    139      28  69947      -1.4171      0.91542    1.3323e-15      -1.4171
_SET3_   ENSG00000154678     7   31790793   32338941   2246     125  69194      0.60138      0.17281    1.3323e-15      0.60138
_SET3_   ENSG00000136279     7   44084239   44109055     77       9  72454      0.67874      0.21397    1.3323e-15      0.67874
_SET3_   ENSG00000106631     7   44178463   44180931     10       4  74219     -0.64814      0.72428    1.3323e-15     -0.64814
_SET3_   ENSG00000106636     7   44240567   44253893     34       9  74219     -0.37933      0.62888    1.3878e-15     -0.37933
_SET3_   ENSG00000132437     7   50526134   50633154    579      28  70955      -1.6598      0.92361    1.3323e-15      -1.6598
_SET3_   ENSG00000106078     7   51083909   51384515    635      38  70990      0.31656      0.30195    1.3878e-15      0.31656
_SET3_   ENSG00000154997     7   55861237   55930482    233      28  70848      0.12931      0.41393    1.3878e-15      0.12931
_SET3_   ENSG00000154710     7   66147151   66276451    459      22  69373     -0.94207      0.76517    1.3323e-15     -0.94207
_SET3_   ENSG00000158517     7   74188309   74203659      9       5  29882       0.7475      0.22441    1.3323e-15       0.7475
_SET3_   ENSG00000187391     7   77646393   79082890   5765     267  70293      0.62317      0.16369    1.3323e-15      0.62317
_SET3_   ENSG00000075213     7   83585093   84122040   1933      73  67867      0.19385      0.26014    1.3878e-15      0.19385
_SET3_   ENSG00000198822     7   86273230   86494200    468      37  69083      0.55496      0.24024    1.3323e-15      0.55496
_SET3_   ENSG00000127914     7   91570181   91739987    322       8  69819      0.94946      0.10989    1.3323e-15      0.94946
_SET3_   ENSG00000127990     7   94214542   94285521     99      10  72564       1.4034     0.063761    1.3323e-15       1.4034
_SET3_   ENSG00000158528     7   94536514   94925727    755      32  69278      0.63965      0.18037    1.3323e-15      0.63965
_SET3_   ENSG00000006128     7   97361220   97369784     27       4  73076    -0.099826      0.49615    1.3739e-15    -0.099826
_SET3_   ENSG00000164715     7   97736197   97838945    288      19  70631      0.56499      0.23555    1.3323e-15      0.56499
_SET3_   ENSG00000198742     7   98625061   98741723    241      42  67480     -0.25537      0.58828    1.3878e-15     -0.25537
_SET3_   ENSG00000166925     7  100060982  100076902     23       6  70992     -0.43189      0.64257    1.3878e-15     -0.43189
_SET3_   ENSG00000189056     7  103112231  103629963   2232     107  70243      -1.6489      0.89363    1.3323e-15      -1.6489
_SET3_   ENSG00000005249     7  106685094  106802256    284      21  71192       1.6119     0.038781    1.3323e-15       1.6119
_SET3_   ENSG00000077063     7  117350705  117514193    374      46  71392     -0.12644      0.52323    1.3878e-15     -0.12644
_SET3_   ENSG00000184408     7  119913722  120390385   1007      42  71075       0.5777      0.19572    1.3323e-15       0.5777
_SET3_   ENSG00000128594     7  127667124  127672160     10       5  74219       2.1249     0.015493    1.3323e-15       2.1249
_SET3_   ENSG00000128602     7  128828713  128853386     87      16  72834        1.185      0.10608    1.3323e-15        1.185
_SET3_   ENSG00000181072     7  136553416  136705002    459      35  71510     0.031065       0.4261    1.3774e-15     0.031065
_SET3_   ENSG00000157680     7  137065783  137531838   1036      75  63134       1.5515     0.041503    1.3323e-15       1.5515
_SET3_   ENSG00000174469     7  145813453  148118090   9211     319  68033     0.073984       0.3264    1.3739e-15     0.073984
_SET3_   ENSG00000164885     7  150750899  150755617     11       4  74219     -0.69088      0.73593    1.3323e-15     -0.69088
_SET3_   ENSG00000157219     7  154862034  154877459     60       9  65866     -0.92808      0.79194    1.3323e-15     -0.92808
_SET3_   ENSG00000061337     8   20103676   20161474    235      45  70520       0.3904      0.34025    1.3878e-15       0.3904
_SET3_   ENSG00000120899     8   27168999   27316903    426      25  71932        1.314     0.065536    1.3323e-15        1.314
_SET3_   ENSG00000120885     8   27454434   27472548     40       7  73448      0.52776      0.26556    1.3323e-15      0.52776
_SET3_   ENSG00000168081     8   28174503   28200872    108       8  70123     -0.43411      0.60551    1.3878e-15     -0.43411
_SET3_   ENSG00000104290     8   28351729   28431775    150       7  71951       1.2642     0.071373    1.3323e-15       1.2642
_SET3_   ENSG00000082556     8   54138284   54164257    145      13  72983      -0.4473      0.63063    1.3878e-15      -0.4473
_SET3_   ENSG00000181195     8   57349233   57359293     35       7  72098     -0.44422      0.63783    1.3878e-15     -0.44422
_SET3_   ENSG00000147571     8   67088620   67090960      2       1  74219        1.314     0.088892    1.3323e-15        1.314
_SET3_   ENSG00000182674     8   73449626   73850584   1220      68  71255     -0.93364      0.75091    1.3323e-15     -0.93364
_SET3_   ENSG00000040341     8   74332604   74659943   1037      41  70192      -2.7315       0.9922    1.3323e-15      -2.7315
_SET3_   ENSG00000104435     8   80523049   80578410    180      24  73068       0.7642      0.19789    1.3323e-15       0.7642
_SET3_   ENSG00000104327     8   91070836   91107703     91      12  71603      -1.9201      0.96584    1.3323e-15      -1.9201
_SET3_   ENSG00000136999     8  120428546  120436593     47       3  70466     -0.45917      0.61676    1.3878e-15     -0.45917
_SET3_   ENSG00000153317     8  131064353  131455906   1302      37  71265      0.36064      0.22213    1.3878e-15      0.36064
_SET3_   ENSG00000155897     8  131792547  132054672    961      56  70707    -0.088893       0.4441    1.3739e-15    -0.088893
_SET3_   ENSG00000123908     8  141541264  141645718    342      39  69479     -0.56205      0.67999    1.3323e-15     -0.56205
_SET3_   ENSG00000169398     8  141667999  142012315    588      14  69664      -1.0482      0.76472    1.3323e-15      -1.0482
_SET3_   ENSG00000181790     8  143530791  143626370    250      44  63193      0.64134       0.2489    1.3323e-15      0.64134
_SET3_   ENSG00000198576     8  143692405  143696833     16       3  69580     -0.81061      0.75608    1.3323e-15     -0.81061
_SET3_   ENSG00000180155     8  143845752  143859640     50      11  69207     -0.72333      0.74031    1.3323e-15     -0.72333
_SET3_   ENSG00000178209     8  144989321  145050902    171      10  68774     -0.15618      0.48681    1.3878e-15     -0.15618
_SET3_   ENSG00000179526     8  145153536  145163027     15       3  74219    -0.026587      0.48253    1.3774e-15    -0.026587
_SET3_   ENSG00000106688     9    4490444    4587469    379      43  69746      0.67844      0.22025    1.3323e-15      0.67844
_SET3_   ENSG00000107186     9   13105703   13279589    270      27  71299     -0.69438      0.71886    1.3323e-15     -0.69438
_SET3_   ENSG00000137154     9   19375713   19380252     10       3  72676     -0.28808      0.59155    1.3878e-15     -0.28808
_SET3_   ENSG00000147894     9   27546544   27573864    111      16  72882      -1.6994      0.94596    1.3323e-15      -1.6994
_SET3_   ENSG00000107282     9   72042446   72287222    671      34  68068        2.329    0.0051604    1.3323e-15        2.329
_SET3_   ENSG00000107362     9   74477368   74525847     44       9  69443     -0.72398      0.74451    1.3323e-15     -0.72398
_SET3_   ENSG00000148053     9   87283466   87638505   1001      69  70498     -0.22509      0.51646    1.3878e-15     -0.22509
_SET3_   ENSG00000169071     9   94325373   94712444   1564      82  69968      0.14851      0.32637    1.3878e-15      0.14851
_SET3_   ENSG00000185920     9   98205262   98279339    177      20  67809       2.0918     0.013977    1.3323e-15       2.0918
_SET3_   ENSG00000198785     9  104331635  104500862    696      28  71165     -0.94966      0.75126    1.3323e-15     -0.94966
_SET3_   ENSG00000119328     9  111696461  111713024     47       8  72968      0.52423      0.27185    1.3323e-15      0.52423
_SET3_   ENSG00000198121     9  113635543  113800981    534      32  71207     -0.76224      0.71423    1.3323e-15     -0.76224
_SET3_   ENSG00000095397     9  117164360  117267730    353      25  69618   0.00015603       0.4321     1.377e-15   0.00015603
_SET3_   ENSG00000148219     9  119187504  120177348   3271     153  69436       0.7457      0.13422    1.3323e-15       0.7457
_SET3_   ENSG00000136848     9  124329336  124547809    490      72  69718     -0.22516       0.5859    1.3878e-15     -0.22516
_SET3_   ENSG00000167136     9  131580753  131584956     12       4  68034       1.0508      0.13312    1.3323e-15       1.0508
_SET3_   ENSG00000107130     9  132934857  132999583    259      31  70170    -0.097494      0.50283    1.3739e-15    -0.097494
